Order ID,Order Date,Customer Name,Region,State,City,Category,Sub Category,Product Name,Sales,Profit,Quantity,Discount
CA-2025-10064,2025-06-12,Karen White,West,Washington,Seattle,Furniture,Bookcases,Metal Storage Bookshelf,3322.41,-454.45,10,0.15
CA-2025-10065,2025-03-16,Alice Smith,South,North Carolina,Charlotte,Office Supplies,Paper,Photo Paper Glossy,402.83,171.61,9,0.0
CA-2024-10065,2024-07-24,Olivia Lewis,East,New York,New York City,Furniture,Bookcases,Metal Storage Bookshelf,584.39,-54.87,4,0.3
CA-2024-10065,2024-09-02,Jack Thomas,East,New York,New York City,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,3361.19,-194.27,10,0.0
CA-2025-10066,2025-11-18,Olivia Lewis,South,North Carolina,Charlotte,Technology,Copiers,Canon ImageRUNNER,2138.71,461.23,6,0.2
CA-2024-10066,2024-10-27,,Central,Texas,Houston,Furniture,Tables,Folding Utility Table,1338.06,-157.09,10,0.15
CA-2024-10066,2024-09-27,Ivy Anderson,Central,Illinois,Chicago,Office Supplies,Binders,Ring Binder 2-Inch,30.3,18.11,1,0.0
CA-2025-10067,2025-03-20,Leo Harris,West,California,San Francisco,Office Supplies,Fasteners,Push Pins Assorted Colors,733.81,406.39,11,0.0
CA-2025-10067,2025-06-24,Jack Thomas,East,New York,New York City,Office Supplies,Appliances,Countertop Microwave,53.99,22.81,1,0.0
CA-2024-10067,2024-05-07,Henry Wilson,West,Washington,Seattle,Technology,Copiers,Brother Monochrome Copier,502.98,211.64,3,0.0
CA-2024-10068,2024-07-07,Olivia Lewis,Central,Texas,Houston,Office Supplies,Appliances,Compact Refrigerator,446.47,198.57,10,0.2
CA-2024-10068,2024-03-11,Carol Martinez,West,California,Los Angeles,Technology,Accessories,Mechanical Keyboard,7066.6,2408.2,10,0.2
CA-2024-10068,2024-10-27,Carol Martinez,South,Florida,Miami,Office Supplies,Art,Watercolor Marker Pack,108.36,48.36,2,0.0
CA-2024-10069,2024-08-31,Alice Smith,Central,Texas,Austin,Technology,Phones,OnePlus 11,3577.51,1367.35,6,0.0
CA-2025-10069,2025-10-07,Frank Miller,West,California,San Francisco,Office Supplies,Fasteners,Rubber Bands Size 32,413.1,223.11,10,0.2
CA-2025-10069,2025-02-15,Carol Martinez,East,Pennsylvania,Philadelphia,Technology,Copiers,Canon ImageRUNNER,3460.51,570.11,5,0.0
CA-2024-10070,2024-06-16,Emily Davis,East,New York,New York City,Technology,Phones,OnePlus 11,2102.88,759.06,8,0.0
CA-2024-10070,2024-01-06,Mia Martin,West,California,Los Angeles,Furniture,Bookcases,4-Shelf Wood Bookcase,1694.96,-35.06,4,0.0
CA-2025-10070,2025-06-07,Carol Martinez,South,Georgia,Atlanta,Technology,Copiers,Brother Monochrome Copier,2964.61,806.95,4,0.1
CA-2025-10071,2025-08-12,Henry Wilson,West,Washington,Seattle,Office Supplies,Fasteners,Paperclips Box of 500,23.3,13.72,1,0.0
CA-2024-10071,2024-01-15,Karen White,South,Florida,Miami,Technology,Accessories,Noise-Cancelling Headphones,5746.27,2329.85,8,0.1
CA-2024-10071,2024-04-21,Nathan Clark,Central,Illinois,Chicago,Technology,Machines,Heavy-Duty Shredder,1987.25,575.07,3,0.2
CA-2025-10072,2025-05-12,Jack Thomas,East,Massachusetts,Boston,Office Supplies,Appliances,Countertop Microwave,113.67,49.34,2,0.2
CA-2025-10072,2025-08-25,Emily Davis,Central,Texas,Houston,Furniture,Tables,Conference Room Table,1076.35,-6.65,4,0.15
CA-2024-10072,2024-08-31,Leo Harris,East,Pennsylvania,Philadelphia,Office Supplies,Art,Watercolor Marker Pack,329.92,181.28,5,0.0
CA-2024-10073,2024-11-24,Nathan Clark,East,Pennsylvania,Philadelphia,Furniture,Chairs,Ergonomic Mesh Office Chair,1296.61,2.75,5,0.15
CA-2025-10073,2025-02-22,Karen White,East,Massachusetts,Boston,Technology,Copiers,HP LaserJet Pro,172.88,45.48,1,0.1
CA-2024-10073,2024-01-08,Karen White,East,Pennsylvania,Philadelphia,Technology,Phones,OnePlus 11,3350.06,1241.8,5,0.0
CA-2024-10074,2024-01-20,David Chen,Central,Texas,Houston,Technology,Copiers,Canon ImageRUNNER,648.62,260.28,7,0.0
CA-2025-10074,2025-12-09,Henry Wilson,South,Florida,Miami,Office Supplies,Paper,Recycled Notepad Pack,605.53,287.78,11,0.2
CA-2025-10074,2025-06-06,Karen White,South,Georgia,Atlanta,Furniture,Tables,Conference Room Table,1130.36,-80.15,5,0.0
CA-2024-10075,2024-06-10,Grace Taylor,Central,Texas,Austin,Technology,Accessories,Noise-Cancelling Headphones,2746.09,725.42,3,0.0
CA-2024-10075,2024-01-27,Mia Martin,Central,Illinois,Chicago,Furniture,Chairs,Leather Executive High-Back Chair,86.34,-6.92,1,0.5
CA-2024-10075,2024-08-16,Alice Smith,East,New York,New York City,Office Supplies,Appliances,Air Purifier,452.24,265.03,6,0.0
CA-2025-10076,2025-07-01,Alice Smith,East,Massachusetts,Boston,Furniture,Bookcases,4-Shelf Wood Bookcase,2027.07,-284.4,10,0.3
CA-2025-10076,2025-11-21,Leo Harris,East,Pennsylvania,Philadelphia,Office Supplies,Art,Acrylic Paint Set,102.61,56.84,2,0.0
CA-2024-10076,2024-02-06,David Chen,South,Georgia,Atlanta,Technology,Copiers,Canon ImageRUNNER,1876.13,593.16,9,0.0
CA-2024-10077,2024-02-25,Leo Harris,East,Massachusetts,Boston,Office Supplies,Appliances,Compact Refrigerator,68.44,35.39,7,0.0
CA-2025-10077,2025-07-04,Grace Taylor,West,Washington,Seattle,Furniture,Chairs,Leather Executive High-Back Chair,766.91,-88.46,2,0.0
CA-2024-10077,2024-04-28,Olivia Lewis,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,Push Pins Assorted Colors,136.61,51.45,5,0.0
CA-2024-10078,2024-03-07,Mia Martin,West,California,San Francisco,Technology,Phones,Google Pixel 7,8050.69,2903.72,12,0.2
CA-2024-10078,2024-05-03,Frank Miller,Central,Illinois,Chicago,Technology,Copiers,HP LaserJet Pro,9002.96,3458.6,11,0.0
CA-2024-10078,2024-07-30,Leo Harris,South,Florida,Miami,Furniture,Chairs,Leather Executive High-Back Chair,2442.71,-356.72,8,0.0
CA-2025-10079,2025-11-17,Leo Harris,East,Massachusetts,Boston,Furniture,Tables,Conference Room Table,528.5,25.55,4,0.0
CA-2024-10079,2024-09-08,Henry Wilson,East,Pennsylvania,Philadelphia,Office Supplies,Art,Sketchbook 100 Pages,78.41,33.5,4,0.2
CA-2025-10079,2025-09-14,Jack Thomas,West,Washington,Seattle,Technology,Machines,3D Printer Pro,3751.06,1584.6,6,0.0
CA-2025-10080,2025-03-11,Olivia Lewis,East,Massachusetts,Boston,Office Supplies,Fasteners,Push Pins Assorted Colors,189.94,57.88,4,0.0
CA-2024-10080,2024-12-03,Frank Miller,West,Washington,Seattle,Office Supplies,Appliances,Compact Refrigerator,374.31,118.25,7,0.0
CA-2025-10080,2025-01-25,Emily Davis,East,Massachusetts,Boston,Office Supplies,Paper,Premium Copy Paper A4,230.58,136.73,8,0.2
CA-2024-10081,2024-12-16,Ivy Anderson,East,Massachusetts,Boston,Furniture,Bookcases,Corner Display Cabinet,1445.88,-153.34,10,0.15
CA-2025-10081,2025-08-19,Mia Martin,Central,Illinois,Chicago,Furniture,Bookcases,Corner Display Cabinet,823.33,21.86,4,0.0
CA-2024-10081,2024-02-07,Carol Martinez,Central,Texas,Austin,Furniture,Tables,Folding Utility Table,1538.03,-55.6,8,0.15
CA-2025-10082,2025-02-18,Olivia Lewis,Central,Texas,Houston,Technology,Machines,Heavy-Duty Shredder,6318.25,1884.34,11,0.1
CA-2025-10082,2025-09-21,Ivy Anderson,East,Pennsylvania,Philadelphia,Technology,Copiers,HP LaserJet Pro,279.2,53.16,1,0.1
CA-2025-10082,2025-11-20,Jack Thomas,Central,Illinois,Chicago,Office Supplies,Art,Sketchbook 100 Pages,202.88,107.84,9,0.2
CA-2024-10083,2024-09-05,Alice Smith,East,Pennsylvania,Philadelphia,Technology,Copiers,HP LaserJet Pro,3468.82,1503.44,6,0.0
CA-2024-10083,2024-01-06,Mia Martin,South,Florida,Miami,Technology,Machines,Laminator Core,1320.48,518.25,7,0.2
CA-2024-10083,2024-05-13,Olivia Lewis,East,Massachusetts,Boston,Furniture,Bookcases,Corner Display Cabinet,1584.44,-40.34,8,0.0
CA-2024-10084,2024-01-25,Henry Wilson,West,Washington,Seattle,Office Supplies,Paper,Photo Paper Glossy,135.66,67.07,12,0.2
CA-2024-10084,2024-06-20,Nathan Clark,South,Florida,Miami,Technology,Accessories,USB-C Hub,6961.86,2563.94,10,0.1
CA-2024-10084,2024-04-19,Ivy Anderson,Central,Texas,Houston,Furniture,Bookcases,Metal Storage Bookshelf,598.53,-45.08,3,0.5
CA-2025-10085,2025-06-15,David Chen,West,California,Los Angeles,Technology,Phones,Google Pixel 7,5778.23,1057.08,7,0.0
CA-2024-10085,2024-01-25,,South,North Carolina,Charlotte,Technology,Copiers,Canon ImageRUNNER,3085.13,672.97,8,0.0
CA-2024-10085,2024-05-03,Mia Martin,East,Pennsylvania,Philadelphia,Furniture,Chairs,Leather Executive High-Back Chair,3456.4,-462.89,9,0.0
CA-2024-10086,2024-01-17,David Chen,East,Massachusetts,Boston,Office Supplies,Fasteners,Paperclips Box of 500,178.26,55.36,8,0.0
CA-2025-10086,2025-08-03,Bob Johnson,South,North Carolina,Charlotte,Technology,Machines,Heavy-Duty Shredder,626.55,252.45,5,0.0
CA-2024-10086,2024-01-28,Grace Taylor,Central,Texas,Houston,Office Supplies,Appliances,Air Purifier,26.65,8.51,4,0.0
CA-2025-10087,2025-08-11,David Chen,West,California,Los Angeles,Office Supplies,Appliances,Compact Refrigerator,665.41,377.73,12,0.0
CA-2025-10087,2025-11-20,Henry Wilson,East,New York,New York City,Furniture,Chairs,Ergonomic Mesh Office Chair,769.02,-108.71,10,0.5
CA-2025-10087,2025-11-20,Henry Wilson,East,New York,New York City,Furniture,Chairs,Ergonomic Mesh Office Chair,769.02,-108.71,10,0.5
CA-2025-10087,2025-08-13,Leo Harris,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Premium Copy Paper A4,585.59,216.39,11,0.2
CA-2025-10088,2025-10-29,Mia Martin,Central,Illinois,Chicago,Furniture,Chairs,Stool Adjustable Height,716.57,-102.85,2,0.15
CA-2024-10088,2024-07-06,Olivia Lewis,South,Georgia,Atlanta,Technology,Machines,Heavy-Duty Shredder,445.03,71.74,5,0.0
CA-2024-10088,2024-09-19,Nathan Clark,West,California,Los Angeles,Technology,Machines,Laminator Core,561.7,194.73,2,0.0
CA-2025-10089,2025-04-16,Alice Smith,Central,Texas,Austin,Furniture,Chairs,Leather Executive High-Back Chair,1819.51,-1.7,10,0.0
CA-2024-10089,2024-03-15,Grace Taylor,Central,Texas,Austin,Technology,Machines,Laminator Core,2717.77,711.75,7,0.1
CA-2024-10089,2024-03-15,Grace Taylor,Central,Texas,Austin,Technology,Machines,Laminator Core,2717.77,711.75,7,0.1
CA-2024-10089,2024-05-22,Olivia Lewis,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Desk Organizer Organizer Tray,166.76,-18.43,1,0.5
CA-2024-10090,2024-03-18,Emily Davis,Central,Texas,Austin,Technology,Copiers,Brother Monochrome Copier,1302.91,276.13,7,0.0
CA-2025-10090,2025-05-07,Mia Martin,West,California,Los Angeles,Office Supplies,Art,Watercolor Marker Pack,866.84,294.49,12,0.0
CA-2024-10090,2024-09-19,Henry Wilson,Central,Texas,Austin,Office Supplies,Appliances,Compact Refrigerator,683.11,248.6,9,0.0
CA-2025-10091,2025-02-23,Jack Thomas,West,Washington,Seattle,Technology,Phones,Google Pixel 7,3633.15,800.56,12,0.0
CA-2024-10091,2024-08-09,Henry Wilson,Central,Texas,Houston,Office Supplies,Art,Acrylic Paint Set,280.44,85.81,8,0.0
CA-2025-10091,2025-09-25,Emily Davis,East,New York,New York City,Technology,Copiers,Canon ImageRUNNER,8124.93,3128.55,12,0.0
CA-2024-10092,2024-04-01,Olivia Lewis,West,Washington,Seattle,Furniture,Chairs,Ergonomic Mesh Office Chair,4451.66,-222.03,11,0.0
CA-2025-10092,2025-07-16,Alice Smith,West,Washington,Seattle,Office Supplies,Fasteners,Rubber Bands Size 32,769.33,237.28,12,0.0
CA-2025-10092,2025-07-16,Alice Smith,West,Washington,Seattle,Office Supplies,Fasteners,Rubber Bands Size 32,769.33,237.28,12,0.0
CA-2024-10092,2024-05-23,Grace Taylor,Central,Texas,Houston,Office Supplies,Art,Watercolor Marker Pack,881.19,500.32,12,0.0
CA-2024-10093,2024-06-24,David Chen,Central,Texas,Houston,Office Supplies,Paper,Recycled Notepad Pack,198.9,81.82,3,0.0
CA-2024-10093,2024-05-13,Ivy Anderson,Central,Texas,Austin,Furniture,Bookcases,4-Shelf Wood Bookcase,1592.55,76.64,6,0.0
CA-2024-10093,2024-03-29,Grace Taylor,East,Pennsylvania,Philadelphia,Furniture,Tables,Folding Utility Table,2779.07,-407.61,10,0.15
CA-2024-10094,2024-01-11,Grace Taylor,South,Georgia,Atlanta,Furniture,Chairs,Leather Executive High-Back Chair,3943.37,-342.52,10,0.0
CA-2025-10094,2025-07-16,Emily Davis,West,Washington,Seattle,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,2067.87,-94.04,12,0.0
CA-2025-10094,2025-07-16,Emily Davis,West,Washington,Seattle,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,2067.87,-94.04,12,0.0
CA-2025-10094,2025-05-06,Frank Miller,West,California,Los Angeles,Office Supplies,Paper,Recycled Notepad Pack,109.09,37.15,6,0.0
CA-2024-10095,2024-03-29,Frank Miller,Central,Illinois,Chicago,Office Supplies,Paper,Recycled Notepad Pack,266.64,142.62,6,0.0
CA-2025-10095,2025-11-08,Frank Miller,West,Washington,Seattle,Office Supplies,Binders,Zipper Binder Pouch,32.59,17.28,1,0.2
CA-2024-10095,2024-07-10,David Chen,South,Georgia,Atlanta,Technology,Machines,Laminator Core,223.57,81.95,2,0.0
CA-2025-10096,2025-03-07,Carol Martinez,Central,Texas,Houston,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,159.56,-13.88,1,0.15
CA-2024-10096,2024-07-31,Bob Johnson,South,Georgia,Atlanta,Furniture,Tables,Conference Room Table,171.07,6.99,1,0.5
CA-2024-10096,2024-07-31,Bob Johnson,South,Georgia,Atlanta,Furniture,Tables,Conference Room Table,171.07,6.99,1,0.5
CA-2025-10096,2025-09-14,Grace Taylor,Central,Illinois,Chicago,Furniture,Furnishings,LED Desk Lamp,402.86,-45.94,2,0.15
CA-2024-10097,2024-12-28,Bob Johnson,South,Georgia,Atlanta,Furniture,Bookcases,Corner Display Cabinet,344.72,-19.05,4,0.5
CA-2024-10097,2024-03-14,Nathan Clark,South,North Carolina,Charlotte,Furniture,Chairs,Ergonomic Mesh Office Chair,2129.07,-10.74,7,0.0
CA-2025-10097,2025-07-04,Grace Taylor,South,North Carolina,Charlotte,Furniture,Chairs,Leather Executive High-Back Chair,1224.29,-135.47,8,0.0
CA-2024-10098,2024-05-30,Carol Martinez,East,Massachusetts,Boston,Office Supplies,Paper,Recycled Notepad Pack,571.89,187.56,12,0.0
CA-2024-10098,2024-05-09,Carol Martinez,South,Georgia,Atlanta,Technology,Copiers,Brother Monochrome Copier,3719.98,874.69,5,0.0
CA-2024-10098,2024-12-13,Emily Davis,East,Massachusetts,Boston,Furniture,Tables,Conference Room Table,271.06,-17.79,1,0.0
CA-2025-10099,2025-06-25,Mia Martin,East,Massachusetts,Boston,Office Supplies,Fasteners,Push Pins Assorted Colors,140.46,76.15,3,0.0
CA-2025-10099,2025-06-25,Mia Martin,East,Massachusetts,Boston,Office Supplies,Fasteners,Push Pins Assorted Colors,140.46,76.15,3,0.0
CA-2025-10099,2025-03-30,Karen White,West,California,San Francisco,Technology,Machines,3D Printer Pro,1148.39,504.22,2,0.0
CA-2024-10099,2024-07-03,Jack Thomas,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Corner Display Cabinet,2857.72,0.02,10,0.3
CA-2025-10100,2025-03-13,Leo Harris,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Recycled Notepad Pack,226.58,111.14,3,0.0
CA-2024-10100,2024-03-14,Henry Wilson,East,Massachusetts,Boston,Technology,Phones,Google Pixel 7,6797.71,2919.9,11,0.0
CA-2024-10100,2024-03-21,Frank Miller,Central,Illinois,Chicago,Office Supplies,Fasteners,Paperclips Box of 500,247.0,121.34,5,0.0
CA-2025-10101,2025-11-21,Ivy Anderson,Central,Illinois,Chicago,Office Supplies,Appliances,Compact Refrigerator,135.44,78.63,11,0.0
CA-2025-10101,2025-11-14,Mia Martin,Central,Texas,Houston,Office Supplies,Paper,Photo Paper Glossy,208.76,81.29,4,0.2
CA-2024-10101,2024-06-26,Leo Harris,Central,Texas,Houston,Office Supplies,Fasteners,Push Pins Assorted Colors,49.94,20.74,6,0.0
CA-2025-10102,2025-07-06,Bob Johnson,Central,Texas,Houston,Technology,Accessories,Mechanical Keyboard,663.93,156.92,1,0.1
CA-2024-10102,2024-04-13,Bob Johnson,Central,Illinois,Chicago,Office Supplies,Fasteners,Rubber Bands Size 32,521.47,179.75,8,0.0
CA-2025-10102,2025-03-11,Frank Miller,East,New York,New York City,Office Supplies,Paper,Photo Paper Glossy,255.75,124.2,4,0.0
CA-2025-10103,2025-01-02,Ivy Anderson,South,North Carolina,Charlotte,Technology,Copiers,HP LaserJet Pro,1476.16,591.16,3,0.0
CA-2024-10103,2024-04-30,Henry Wilson,Central,Texas,Houston,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,1080.77,-18.22,7,0.5
CA-2024-10103,2024-07-03,David Chen,Central,Texas,Houston,Office Supplies,Fasteners,Push Pins Assorted Colors,502.1,256.36,7,0.0
CA-2025-10104,2025-03-16,Karen White,South,North Carolina,Charlotte,Furniture,Bookcases,Corner Display Cabinet,316.67,9.51,2,0.0
CA-2024-10104,2024-11-13,Grace Taylor,Central,Texas,Houston,Office Supplies,Paper,Photo Paper Glossy,471.56,179.9,9,0.0
CA-2025-10104,2025-05-09,Alice Smith,West,California,Los Angeles,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,3592.71,-127.38,8,0.0
CA-2025-10105,2025-01-16,Jack Thomas,West,California,Los Angeles,Office Supplies,Art,Sketchbook 100 Pages,67.94,37.81,3,0.0
CA-2024-10105,2024-10-01,David Chen,East,Massachusetts,Boston,Technology,Accessories,Mechanical Keyboard,884.33,138.8,8,0.1
CA-2024-10105,2024-12-13,Jack Thomas,East,Massachusetts,Boston,Technology,Phones,Samsung Galaxy S23,459.12,124.17,1,0.2
CA-2024-10106,2024-04-18,,West,California,Los Angeles,Furniture,Tables,Standing Desk Birch Wood,1351.82,48.58,6,0.0
CA-2025-10106,2025-05-15,Karen White,West,California,San Francisco,Technology,Copiers,Canon ImageRUNNER,5146.59,1397.8,12,0.2
CA-2025-10106,2025-06-07,Henry Wilson,South,Florida,Miami,Technology,Machines,3D Printer Pro,3796.79,1599.88,6,0.2
CA-2024-10107,2024-03-13,Karen White,East,Massachusetts,Boston,Furniture,Bookcases,4-Shelf Wood Bookcase,255.84,11.53,1,0.3
CA-2024-10107,2024-04-09,Karen White,South,Georgia,Atlanta,Office Supplies,Fasteners,Rubber Bands Size 32,585.23,309.85,10,0.0
CA-2025-10107,2025-11-09,Mia Martin,Central,Illinois,Chicago,Office Supplies,Binders,Heavy-Duty Presentation Folder,273.18,158.64,5,0.0
CA-2025-10108,2025-05-05,Jack Thomas,East,New York,New York City,Technology,Machines,Laminator Core,872.67,152.39,3,0.1
CA-2024-10108,2024-12-13,Carol Martinez,Central,Texas,Houston,Technology,Accessories,Noise-Cancelling Headphones,2160.25,562.36,10,0.0
CA-2025-10108,2025-12-14,Ivy Anderson,South,Florida,Miami,Furniture,Chairs,Ergonomic Mesh Office Chair,783.83,-116.7,8,0.3
CA-2024-10109,2024-06-01,Karen White,Central,Texas,Houston,Furniture,Bookcases,4-Shelf Wood Bookcase,2403.09,-356.92,11,0.15
CA-2025-10109,2025-10-13,Karen White,South,Florida,Miami,Office Supplies,Appliances,Compact Refrigerator,132.4,50.23,10,0.2
CA-2025-10109,2025-09-03,Mia Martin,South,Florida,Miami,Technology,Phones,Google Pixel 7,868.14,357.76,8,0.0
CA-2025-10110,2025-08-20,,South,North Carolina,Charlotte,Technology,Accessories,Wireless Mouse,1838.31,639.62,8,0.0
CA-2024-10110,2024-10-16,Carol Martinez,East,New York,New York City,Office Supplies,Art,Sketchbook 100 Pages,56.25,26.91,5,0.0
CA-2024-10110,2024-03-14,Frank Miller,West,California,Los Angeles,Furniture,Tables,Conference Room Table,552.46,-2.7,2,0.0
CA-2024-10111,2024-05-30,Emily Davis,South,Florida,Miami,Office Supplies,Paper,Premium Copy Paper A4,221.72,129.32,9,0.0
CA-2025-10111,2025-09-23,Ivy Anderson,South,North Carolina,Charlotte,Furniture,Chairs,Leather Executive High-Back Chair,1452.02,68.85,12,0.3
CA-2024-10111,2024-02-21,David Chen,Central,Texas,Houston,Furniture,Tables,Standing Desk Birch Wood,2692.19,-51.31,10,0.0
CA-2025-10112,2025-12-11,Jack Thomas,South,North Carolina,Charlotte,Technology,Phones,OnePlus 11,2511.24,807.3,5,0.1
CA-2025-10112,2025-12-21,Carol Martinez,West,California,San Francisco,Technology,Machines,3D Printer Pro,3650.37,740.06,7,0.0
CA-2025-10112,2025-01-26,Olivia Lewis,West,Washington,Seattle,Furniture,Bookcases,4-Shelf Wood Bookcase,105.4,1.8,1,0.3
CA-2025-10113,2025-12-10,Ivy Anderson,South,Georgia,Atlanta,Technology,Phones,OnePlus 11,583.35,160.8,1,0.1
CA-2024-10113,2024-10-05,Jack Thomas,West,California,Los Angeles,Technology,Phones,Google Pixel 7,8015.41,3576.59,12,0.2
CA-2025-10113,2025-01-30,Mia Martin,Central,Texas,Houston,Furniture,Furnishings,Desk Organizer Organizer Tray,199.6,-0.31,1,0.0
CA-2024-10114,2024-06-07,Nathan Clark,East,New York,New York City,Furniture,Furnishings,Desk Organizer Organizer Tray,1277.61,-45.02,4,0.15
CA-2025-10114,2025-07-31,David Chen,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,Paperclips Box of 500,304.08,121.59,7,0.0
CA-2024-10114,2024-02-20,Olivia Lewis,West,California,San Francisco,Furniture,Chairs,Ergonomic Mesh Office Chair,966.62,-21.7,6,0.15
CA-2024-10115,2024-06-28,Jack Thomas,West,California,Los Angeles,Furniture,Furnishings,LED Desk Lamp,1132.98,-16.73,5,0.0
CA-2024-10115,2024-10-08,Leo Harris,South,Georgia,Atlanta,Furniture,Bookcases,Corner Display Cabinet,271.86,0.45,1,0.3
CA-2024-10115,2024-01-23,Mia Martin,Central,Texas,Austin,Technology,Machines,Laminator Core,2933.47,1229.32,5,0.0
CA-2024-10115,2024-01-23,Mia Martin,Central,Texas,Austin,Technology,Machines,Laminator Core,2933.47,1229.32,5,0.0
CA-2024-10116,2024-09-20,Henry Wilson,Central,Illinois,Chicago,Furniture,Tables,Standing Desk Birch Wood,2269.59,-277.34,9,0.3
CA-2024-10116,2024-01-08,Olivia Lewis,East,Pennsylvania,Philadelphia,Furniture,Tables,Standing Desk Birch Wood,2447.54,-297.29,11,0.3
CA-2024-10116,2024-06-24,Leo Harris,West,California,San Francisco,Office Supplies,Appliances,Countertop Microwave,601.88,308.84,9,0.0
CA-2024-10117,2024-10-23,Emily Davis,West,California,San Francisco,Technology,Phones,iPhone 14,3594.18,1537.83,6,0.1
CA-2025-10117,2025-04-02,Emily Davis,West,California,San Francisco,Furniture,Bookcases,Metal Storage Bookshelf,655.05,-82.83,4,0.15
CA-2025-10117,2025-11-10,Ivy Anderson,South,Florida,Miami,Furniture,Chairs,Leather Executive High-Back Chair,1720.87,-207.26,12,0.5
CA-2025-10118,2025-11-06,Karen White,Central,Texas,Austin,Technology,Machines,Laminator Core,850.32,163.19,2,0.0
CA-2024-10118,2024-02-06,Olivia Lewis,Central,Texas,Houston,Furniture,Chairs,Leather Executive High-Back Chair,1427.36,-11.08,11,0.15
CA-2025-10118,2025-06-04,Mia Martin,East,Pennsylvania,Philadelphia,Furniture,Tables,Conference Room Table,1976.01,-51.6,11,0.3
CA-2024-10119,2024-12-11,Grace Taylor,West,California,San Francisco,Furniture,Bookcases,Corner Display Cabinet,2554.88,-154.36,7,0.15
CA-2024-10119,2024-05-05,Mia Martin,West,California,Los Angeles,Technology,Copiers,Canon ImageRUNNER,2572.05,790.49,8,0.0
CA-2025-10119,2025-03-12,Karen White,South,Florida,Miami,Furniture,Tables,Conference Room Table,1001.04,-38.06,5,0.15
CA-2025-10120,2025-02-18,David Chen,West,California,San Francisco,Office Supplies,Fasteners,Push Pins Assorted Colors,552.13,203.12,7,0.0
CA-2024-10120,2024-09-06,Leo Harris,West,California,Los Angeles,Office Supplies,Fasteners,Paperclips Box of 500,613.63,358.33,9,0.0
CA-2025-10120,2025-08-30,Emily Davis,East,Massachusetts,Boston,Office Supplies,Art,Acrylic Paint Set,47.84,20.26,1,0.0
CA-2024-10121,2024-02-15,Grace Taylor,Central,Texas,Austin,Furniture,Tables,Conference Room Table,654.9,-50.63,4,0.5
CA-2025-10121,2025-03-28,Jack Thomas,West,Washington,Seattle,Technology,Machines,Laminator Core,11250.53,4031.97,12,0.0
CA-2025-10121,2025-08-28,Jack Thomas,South,Florida,Miami,Technology,Copiers,Canon ImageRUNNER,7490.41,2685.9,12,0.0
CA-2024-10122,2024-09-19,Frank Miller,West,California,San Francisco,Technology,Machines,Heavy-Duty Shredder,6054.6,1366.54,7,0.0
CA-2025-10122,2025-04-24,Alice Smith,Central,Texas,Houston,Technology,Accessories,Noise-Cancelling Headphones,2568.88,1047.06,11,0.2
CA-2025-10122,2025-10-01,Nathan Clark,Central,Texas,Houston,Furniture,Tables,Conference Room Table,2831.41,-51.4,9,0.3
CA-2024-10123,2024-05-17,Alice Smith,South,Georgia,Atlanta,Technology,Copiers,HP LaserJet Pro,2472.32,1093.76,6,0.1
CA-2024-10123,2024-01-15,Grace Taylor,East,Pennsylvania,Philadelphia,Office Supplies,Appliances,Countertop Microwave,214.98,86.15,5,0.0
CA-2025-10123,2025-11-11,Mia Martin,South,Florida,Miami,Technology,Copiers,Canon ImageRUNNER,791.25,193.33,7,0.2
CA-2025-10124,2025-01-05,Olivia Lewis,West,California,San Francisco,Technology,Copiers,Canon ImageRUNNER,1237.08,419.64,7,0.0
CA-2024-10124,2024-05-19,Mia Martin,Central,Texas,Austin,Office Supplies,Fasteners,Push Pins Assorted Colors,191.71,85.58,9,0.0
CA-2025-10124,2025-02-14,Bob Johnson,East,New York,New York City,Furniture,Furnishings,LED Desk Lamp,371.01,5.02,2,0.5
CA-2025-10125,2025-01-01,David Chen,West,California,Los Angeles,Furniture,Chairs,Ergonomic Mesh Office Chair,581.14,18.93,5,0.5
CA-2025-10125,2025-10-27,David Chen,South,Florida,Miami,Furniture,Chairs,Stool Adjustable Height,364.95,13.44,1,0.15
CA-2024-10125,2024-03-16,Karen White,West,California,Los Angeles,Office Supplies,Fasteners,Paperclips Box of 500,208.22,116.26,3,0.0
CA-2025-10126,2025-01-05,David Chen,Central,Illinois,Chicago,Technology,Phones,OnePlus 11,587.64,206.38,6,0.1
CA-2024-10126,2024-06-18,Mia Martin,West,California,San Francisco,Furniture,Bookcases,4-Shelf Wood Bookcase,1356.25,-107.49,10,0.0
CA-2025-10126,2025-05-30,Olivia Lewis,West,Washington,Seattle,Furniture,Furnishings,LED Desk Lamp,1174.49,-168.77,4,0.0
